2 195986135
3 201234382
5 197363832
6 205236202
9 195985883
10 205235719
13 191989631
14 205235691
16 193362067
17 209239874
20 191989016
21 205236078
24 195985466
25 205234529
27 193363865
28 205235301
30 197361634
31 205239401
34 191986170
35 205235697
37 197362766
38 205233922
41 191990296
42 205235549
44 193363953
45 209236287
48 191989375
49 205235824
51 193362630
52 209232847
55 195985711
56 201236914
58 197362360
59 205238564
62 191987167
63 209236311
66 191989499
67 205234736
69 193361559
70 209234705
73 191988631
74 205238416
77 195981860
78 205234690
80 193362096
81 205235229
83 197364248
84 205234584
86 193362877
87 205240701
90 195986283
91 205234300
94 191988924
95 205233333
97 193363926
98 209233369
101 191992863
102 205238901
104 193361692
105 209236251
108 195987896
109 201234242
111 197361704
112 205235694
114 193363055
115 205236603
118 195986294
119 205235709
121 193362589
122 205235697
124 197361622
125 205235988
128 191989503
129 205240184
131 193363830
132 209235730
135 191989729
136 205235346
138 193361533
139 209232238
