5 1.410271153 5.087204731 11.39911631
10 1.34512609 5.045812665 11.05858761
15 1.870254484 4.984301107 11.51055526
20 1.452664641 4.961297161 11.36633699
25 1.404470294 5.189797414 11.48398199


