1(U=10%) 0.561635716 1.010371002
2(U=20%) 1.01690796 2.901265233
3(U=30%) 1.670069825 5.119279577
4(U=40%) 2.58502056 7.594193737
5(U=50%) 2.820500414 9.734144708
6(U=60%) 3.662219475 11.21943066
7(U=70%) 4.088474654 13.15919272


